May 19 2025,id,fullName,country,age,rating2,rating1,KDDiff,maps,rounds,kills,deaths,KDRatio,HSRatio,adr,ratingTop20,ratingYear,clutchesTotal,teams,majorsWon,majorsPlayed,LANsWon,LANsPlayed,MVPs,top20s,top10s,topPlacement
savi0r,194,David Park,United States,N/A,N/A,0.74,-128,21,554,286,414,0.69,48.3,N/A,N/A,"{""2015"":0.74}",8,"[""5907/WinOut.net"",""6239/Nexus"",""6288/BTY"",""3167/POV.wp"",""2110/iDemise"",""2964/HRG"",""1953/x3o"",""558/Desire 2 Excel""]",0,0,0,0,0,0,0,N/A
fRoD,199,Danny Montaner,United States,37,N/A,0.75,-272,47,1265,659,931,0.71,44.8,60,0.66,"{""2013"":0.79,""2016"":0.78,""2019"":0.64,""2020"":0.72}",13,"[""10625/Swole Identity"",""7726/Swole Patrol"",""9945/Lazarus"",""5005/Complexity"",""4643/Denial"",""5007/cuLtivation"",""229/CheckSix"",""3807/Temporary"",""1567/Evil Geniuses"",""2772/ESEA West All-Star"",""2595/Team B"",""222/compLexity.us"",""4326/America""]",0,0,0,0,0,0,0,N/A
Warden,201,Matt Dickens,United States,38,N/A,0.78,-251,56,1402,763,1014,0.75,46.5,59.6,1.15,"{""2013"":0.82,""2014"":0.79,""2015"":0.79,""2016"":0.84,""2017"":0.66,""2018"":0.69}",16,"[""5005/Complexity"",""5775/ELEVATE"",""4856/All-Stars NA"",""5086/Exertus"",""5190/United5"",""5286/ESEA All-Stars #2"",""4643/Denial"",""5007/cuLtivation"",""12375/Forsaken"",""229/CheckSix"",""1567/Evil Geniuses"",""222/compLexity.us""]",0,0,0,0,0,0,0,N/A
n0thing,203,Jordan Gilbert,United States,33,N/A,1.01,448,826,21279,14888,14440,1.03,52.7,74.9,0.99,"{""2013"":1.09,""2014"":1.1,""2015"":1.05,""2016"":1.03,""2017"":0.95,""2018"":0.91,""2019"":0.88,""2024"":0.84}",233,"[""10215/Team NA"",""5005/Complexity"",""9969/Team n0thing"",""9523/Old Guys Club"",""6673/NRG"",""4494/MOUZ"",""5752/Cloud9"",""6271/USA"",""4856/All-Stars NA"",""5286/ESEA All-Stars #2"",""4429/Dynamic"",""4747/Netcode Illuminati"",""4286/Maximum Effort"",""1567/Evil Geniuses"",""2772/ESEA West All-Star"",""2595/Team B"",""269/United5"",""12835/Vibe""]",0,10,1,52,0,0,0,N/A
glow,205,Min-Soo Kim,Korea,35,1.01,N/A,-99,395,10045,6438,6537,0.98,51.9,69.5,0.84,"{""2016"":0.98,""2017"":0.95,""2018"":0.98,""2019"":0.85,""2020"":0.82}",109,"[""7354/MVP PK"",""575/project_kr"",""3446/redCode"",""903/WeMade FOX"",""2624/Water"",""2595/Team B"",""418/Lunatic-hai""]",0,0,0,7,0,0,0,N/A
kUtA,239,Kevin Dang,France,N/A,N/A,0.86,-41,12,310,188,229,0.82,55.9,72.3,N/A,"{""2016"":0.79,""2018"":1.2}",2,"[""6626/MINLATE"",""4559/Millenium"",""407/JaS"",""3765/IYH"",""593/LDLC.com"",""2748/Fair Frag"",""1685/se7en""]",0,0,0,0,0,0,0,N/A
Krav,244,Julien Hernandez,France,N/A,N/A,0.64,-97,12,317,133,230,0.58,37.6,44.9,N/A,"{""2014"":0.83,""2018"":0.6,""2019"":0.51}",5,"[""4674/LDLC"",""4449/webSPELL"",""1688/WebOne"",""1943/Mojawi""]",0,0,0,0,0,0,0,N/A
mshz,245,Michel Nguyen,France,N/A,N/A,0.9,-85,40,1009,633,718,0.88,45.7,N/A,N/A,"{""2012"":1.07,""2013"":0.87}",14,"[""5054/WARMAKER"",""4914/3DMAX"",""4615/Imaginary"",""4512/eXtensive"",""407/JaS"",""3765/IYH"",""4174/e2g"",""37/France"",""593/LDLC.com"",""3450/nSydia "",""3266/Electronic Sahara"",""1686/shockwave"",""594/Millenium"",""1943/Mojawi"",""1671/Get2Gev""]",0,0,0,0,0,0,0,N/A
jarod,269,Steve Cohen,France,36,N/A,0.92,-189,83,2073,1345,1534,0.88,36.5,67.5,0.88,"{""2015"":1.1,""2016"":1,""2017"":0.86,""2019"":0.77}",21,"[""9911/clear"",""8580/BerZerKers"",""6375/Vexed"",""5596/Platinium"",""7146/finshhh"",""6369/Dead Pixels"",""6371/unKnights"",""407/JaS"",""594/Millenium"",""1687/Ubiteam""]",0,0,0,0,0,0,0,N/A
Skall,274,Benjamin Moulon,France,N/A,N/A,1,-4,6,145,98,102,0.96,49,N/A,N/A,"{""2012"":1.04,""2013"":0.99}",2,"[""4914/3DMAX"",""4512/eXtensive"",""2247/iGamerz"",""407/JaS"",""2742/eLogic Gaming"",""2250/WonderWall""]",0,0,0,0,0,0,0,N/A
JACKZ,284,Audric Jug,France,32,N/A,0.98,-358,1533,39440,26119,26477,0.99,58.2,73,0.96,"{""2015"":0.65,""2016"":1.07,""2017"":1.04,""2018"":1.09,""2019"":1,""2020"":0.92,""2021"":0.87,""2022"":0.91,""2023"":0.95,""2024"":1}",417,"[""9565/Vitality"",""11501/HEET"",""5995/G2"",""11752/BLAST Dream Team"",""11003/DBL PONEY"",""10406/Team Toxic"",""4914/3DMAX"",""5260/MAXISAUCISSE"",""8242/ARES"",""7856/EnVyUs Academy"",""6626/MINLATE"",""8890/weneeddollars"",""4456/Epsilon"",""6375/Vexed"",""4559/Millenium"",""6131/beGenius"",""6358/KOWABUNGA"",""5996/TSM"",""2749/prodigy-esc"",""2249/eXtensive"",""12551/VERYGOLD"",""11941/kennyS' Team"",""12816/Over30"",""12502/Project G"",""11609/GenOne"",""4411/Ninjas in Pyjamas"",""13251/Mousquetaires""]",0,4,0,27,1,0,0,N/A
MoMaN,286,Emmanuel Marquez,Spain,N/A,N/A,0.91,-4,2,39,27,31,0.87,48.1,N/A,N/A,"{""2015"":0.91}",0,"[""6051/LDLC Blue"",""6045/LDLC White"",""2746/NITROSE"",""1687/Ubiteam"",""1943/Mojawi"",""1671/Get2Gev"",""211/redCode.es""]",0,0,0,0,0,0,0,N/A
lmbt,300,Sergey Bezhanov,Ukraine,35,N/A,0.67,-135,19,508,230,365,0.63,39.1,55.5,0.5,"{""2015"":0.57,""2016"":0.87,""2017"":0.64}",3,"[""4494/MOUZ"",""6724/Preparation"",""5310/HellRaisers"",""11811/Monte"",""2905/selectah"",""485/Ukraine"",""3745/Burn"",""1568/forZe"",""2298/TMS"",""2617/PinG"",""1540/DTS"",""2059/Natus Vincere"",""779/eXplosive""]",0,0,0,0,0,0,0,N/A
ceh9,301,Arseny Trynozhenko,Ukraine,34,N/A,0.89,-324,178,4639,2750,3074,0.89,58.1,57.2,N/A,"{""2012"":0.81,""2013"":0.89,""2014"":0.89,""2015"":1.03,""2019"":0.73,""2022"":0.82}",57,"[""11991/Europe"",""11939/Edward's Team"",""9792/ROG ceh9"",""5890/Na`Vi Staff"",""4608/Natus Vincere"",""2059/Natus Vincere"",""485/Ukraine"",""1540/DTS"",""421/Amazing Gaming""]",0,1,0,10,0,0,0,N/A
kUcheR,302,Emil Akhundov,Russia,34,N/A,0.97,-145,852,22314,14944,15089,0.99,44,74.2,0.93,"{""2012"":0.89,""2013"":1,""2014"":0.99,""2015"":0.95,""2016"":0.96,""2017"":1.05,""2018"":0.99}",234,"[""8135/FORZE"",""7426/Reawakened"",""6651/Gambit"",""7268/.Russia"",""7060/NokSuKao"",""6684/Empire"",""5310/HellRaisers"",""4742/Nostalgie"",""5144/Ukraine"",""5486/HR.mix"",""4984/Astana Dragons"",""4609/KerchNET"",""4555/Virtus.pro"",""79/Virtus.pro"",""485/Ukraine"",""1540/DTS"",""3101/ARENA"",""2508/spraynpray"",""1568/forZe"",""2059/Natus Vincere"",""207/pro100""]",0,5,3,23,0,0,0,N/A
starix,303,Sergey Ischuk,Ukraine,35,N/A,0.96,-311,640,16850,10985,11296,0.97,47.7,72.9,0.83,"{""2012"":1.13,""2013"":1,""2014"":0.96,""2015"":0.82,""2016"":0.89,""2017"":0.93,""2018"":1.03,""2019"":0.91,""2020"":0.89,""2022"":0.79}",191,"[""11861/Aurora"",""11798/fANDER"",""10621/1WIN"",""10412/MELBET"",""7427/eL'quvet"",""9927/OwmS"",""8305/DreamEaters"",""5144/Ukraine"",""9793/Runtime"",""7265/Team1"",""9603/UnderPressure"",""9546/omae wa mou shindeiru"",""9522/notkicked"",""4469/k1ck"",""7020/Spirit"",""4608/Natus Vincere"",""5267/Team Thorin"",""2059/Natus Vincere"",""485/Ukraine"",""2622/Wind"",""2594/Team A"",""421/Amazing Gaming""]",0,5,2,23,0,0,0,N/A
pashaBiceps,317,Jarosław Jarząbkowski,Poland,35,N/A,1.02,989,1597,41346,29557,28568,1.03,37.3,72.4,0.99,"{""2012"":1.15,""2013"":1.11,""2014"":1.13,""2015"":1.01,""2016"":0.94,""2017"":1.02,""2018"":0.95,""2019"":0.91,""2022"":0.68}",437,"[""11938/pashaBiceps' Team"",""10044/Youngsters"",""5378/Virtus.pro"",""9190/Team West"",""4857/All-Stars Europe"",""5422/Dignitas"",""5274/AGAiN"",""4533/UniversalSoldiers"",""5266/Team lurppis"",""4532/ESC"",""4104/ESC Gaming"",""47/Poland"",""4007/AGAiN"",""507/Frag eXecutors"",""1337/ex-FX"",""110/D-Link PGS"",""2115/BVG""]",1,13,12,88,3,2,1,3
FlipiN,322,Antonio Rivas del Rey,Spain,35,N/A,0.95,-242,256,6542,4304,4546,0.95,45.4,75.1,0.39,"{""2012"":1,""2014"":0.89,""2015"":1,""2016"":0.81,""2017"":0.96,""2018"":0.87}",95,"[""4468/x6tence"",""5101/Spain"",""4759/OverGaming"",""4591/Wizards"",""156/x6tence"",""41/Spain"",""1029/bet4gamers""]",0,0,0,4,0,0,0,N/A
Kairi,329,David de Miguel,Spain,35,N/A,0.96,-236,407,10374,6789,7025,0.97,37.8,73.9,0.89,"{""2013"":0.99,""2014"":0.96,""2015"":0.97,""2016"":0.98,""2017"":0.96,""2018"":0.97,""2019"":0.99,""2020"":0.81,""2022"":0.52}",118,"[""5101/Spain"",""10766/Tikitakan"",""10734/Real Betis"",""8362/MAD Lions"",""10194/FPL-CTalents"",""8346/Heretics"",""9122/DESTRUCTORS"",""7080/Wololos"",""4468/x6tence"",""6222/k1ck"",""5395/PENTA"",""6832/Iwku"",""5435/gBots"",""4759/OverGaming"",""4591/Wizards"",""4760/Karont3"",""156/x6tence"",""41/Spain"",""3637/spec sports"",""1029/bet4gamers""]",0,0,0,0,0,0,0,N/A
MusambaN1,330,Jonathan Torrent,Spain,36,N/A,0.91,-493,300,7802,4963,5456,0.91,37.8,68.1,0.87,"{""2014"":0.94,""2015"":0.85,""2016"":0.98,""2017"":0.93,""2018"":0.84}",95,"[""8362/MAD Lions"",""4468/x6tence"",""4949/Giants"",""6672/EU4IA"",""6222/k1ck"",""6124/Epsilon"",""4759/OverGaming"",""4857/All-Stars Europe"",""4591/Wizards"",""4264/Giants"",""156/x6tence"",""1029/bet4gamers"",""41/Spain"",""2595/Team B"",""4004/Europe""]",0,0,0,0,0,0,0,N/A
AdreN,334,Dauren Kystaubayev,Kazakhstan,34,N/A,0.98,-254,1770,46542,31395,31649,0.99,48.9,75.9,0.97,"{""2012"":0.85,""2013"":1.03,""2014"":0.96,""2015"":1.02,""2016"":1.13,""2017"":1.06,""2018"":0.95,""2019"":0.88,""2020"":0.84,""2021"":0.9,""2023"":0.73,""2024"":0.54}",464,"[""12323/Team AdreN"",""11434/Gambit 2017"",""7244/K23"",""5378/Virtus.pro"",""8120/AVANGAR"",""6667/FaZe"",""6651/Gambit"",""5115/Kazakhstan"",""6444/HS.GG"",""5310/HellRaisers"",""4742/Nostalgie"",""6167/Phenomenon"",""5593/dAT"",""5815/EZpeezy"",""5486/HR.mix"",""4984/Astana Dragons"",""4555/Virtus.pro"",""2905/selectah"",""200/k23"",""4102/NEXT"",""2320/Storm"",""2593/UNiTED"",""2622/Wind"",""2594/Team A"",""11540/Benched Heroes""]",1,12,9,64,1,1,0,17
markeloff,338,Yegor Markelov,Ukraine,36,N/A,0.99,478,1149,29779,19862,19384,1.02,41.6,74.1,0.98,"{""2012"":1.08,""2013"":1.08,""2014"":1,""2015"":0.94,""2016"":0.99,""2017"":0.99,""2018"":0.93,""2022"":0.89,""2024"":0.8}",388,"[""11954/markeloff's Team"",""5988/FlipSid3"",""5144/Ukraine"",""5310/HellRaisers"",""4984/Astana Dragons"",""5266/Team lurppis"",""4608/Natus Vincere"",""2059/Natus Vincere"",""2438/USSR"",""485/Ukraine"",""2623/Fire"",""1536/HellRaisers"",""1540/DTS"",""421/Amazing Gaming"",""12818/FAVBET""]",0,12,1,38,1,1,0,15
ANGE1,339,Kirill Karasiow,Ukraine,33,N/A,0.99,-685,1728,45027,31392,32077,0.98,51.3,80.1,0.98,"{""2012"":1.16,""2013"":1.02,""2014"":1.02,""2015"":1,""2016"":1.03,""2017"":1.06,""2018"":0.92,""2019"":0.84,""2020"":0.88}",381,"[""5310/HellRaisers"",""6651/Gambit"",""5144/Ukraine"",""7265/Team1"",""5988/FlipSid3"",""4742/Nostalgie"",""4608/Natus Vincere"",""5486/HR.mix"",""4984/Astana Dragons"",""4555/Virtus.pro"",""4741/TCM-Gaming"",""2905/selectah"",""4277/pohuydotcom"",""2059/Natus Vincere"",""485/Ukraine"",""1540/DTS"",""3101/ARENA"",""2508/spraynpray"",""1568/forZe"",""2617/PinG"",""1536/HellRaisers""]",0,9,3,51,0,0,0,N/A
Johnta,342,Ivan Shevtsov,Ukraine,36,N/A,0.51,-117,11,277,81,198,0.41,60.5,34.3,0.76,"{""2016"":0.64,""2017"":0.58,""2018"":0.55,""2019"":0.43,""2020"":0.36}",1,"[""10150/CR4ZY"",""9183/Winstrike"",""5310/HellRaisers"",""6408/Arcade"",""3097/Fame"",""485/Ukraine"",""1540/DTS"",""2614/KerchNET"",""1536/HellRaisers""]",0,0,0,0,0,0,0,N/A
poWer,351,Christopher Rodríguez,Spain,N/A,0.66,N/A,-63,7,177,62,125,0.5,43.5,43.5,N/A,"{""2016"":0.58}",1,"[""5435/gBots"",""3019/Spanien"",""4264/Giants"",""3609/pELucONeS"",""3030/Fendetestas"",""2587/Wizards"",""156/x6tence"",""41/Spain"",""922/overGame""]",0,0,0,0,0,0,0,N/A
arki,356,Omar Chakkor,Spain,33,N/A,0.92,-1274,889,23396,14525,15799,0.92,52.5,70.5,0.94,"{""2012"":0.84,""2013"":0.63,""2014"":0.86,""2015"":1,""2016"":0.96,""2017"":0.88,""2018"":0.93,""2019"":0.98,""2020"":0.93,""2021"":0.9,""2022"":0.88}",241,"[""10567/SAW"",""4949/Giants"",""9616/Queso"",""9602/ZERO"",""9422/CarritoSpain"",""7339/KPI"",""4468/x6tence"",""6222/k1ck"",""5101/Spain"",""5435/gBots"",""6672/EU4IA"",""6124/Epsilon"",""6035/Atlantis"",""156/x6tence"",""41/Spain"",""3605/DN-Gaming"",""2587/Wizards"",""447/Unibet""]",0,0,0,4,0,0,0,N/A
meisoN,365,Juan Carlos Chacón,Spain,34,N/A,0.93,-596,336,8692,5903,6499,0.91,52.7,77.7,0.78,"{""2013"":0.98,""2014"":0.83,""2015"":0.92,""2016"":1.05,""2017"":0.94,""2018"":0.94,""2019"":0.9,""2020"":0.98}",64,"[""7339/KPI"",""4933/einheit"",""9086/Dragons"",""7718/Movistar Riders"",""6461/Infinity"",""4759/OverGaming"",""4591/Wizards"",""4468/x6tence"",""5708/Outbreak"",""5101/Spain"",""4760/Karont3"",""4271/Karont3.es"",""922/overGame""]",0,0,0,0,0,0,0,N/A
donQ,373,Francesc Savall Garcia,Spain,33,N/A,0.98,-13,344,8975,6007,6020,1,58.4,70.7,0.92,"{""2013"":1.14,""2014"":0.83,""2015"":1.04,""2016"":0.95,""2017"":0.97,""2018"":0.96,""2019"":0.94}",131,"[""7339/KPI"",""4933/einheit"",""9086/Dragons"",""7718/Movistar Riders"",""6222/k1ck"",""6672/EU4IA"",""6124/Epsilon"",""6035/Atlantis"",""5435/gBots"",""5101/Spain"",""4759/OverGaming"",""3606/Gaming.CO"",""2606/Wildlions"",""3031/4FRAGS"",""2255/4frags""]",0,0,0,0,0,0,0,N/A
drifking,414,Miguel García Bermell,Spain,N/A,N/A,1.03,16,67,1716,1258,1242,1.01,41.9,83,N/A,"{""2013"":1.04,""2014"":0.98,""2015"":1.08,""2016"":0.96,""2017"":1.09,""2018"":1.06,""2019"":1.05,""2020"":0.9}",26,"[""8515/OFFSET"",""8197/Wild"",""10163/EXILE"",""7684/Arctic"",""9122/DESTRUCTORS"",""8346/Heretics"",""7682/Baskonia"",""6672/EU4IA"",""6394/Play2Win"",""6362/summa.gg"",""5101/Spain"",""5597/Hybrid"",""4591/Wizards"",""4472/ASES"",""4279/SFTO eSports"",""3632/34united"",""1031/imaginet""]",0,0,0,0,0,0,0,N/A
karrigan,429,Finn Andersen,Denmark,35,N/A,0.89,-5426,2516,64927,39611,45037,0.88,44.4,67.7,0.91,"{""2012"":0.89,""2013"":0.98,""2014"":0.99,""2015"":0.98,""2016"":0.91,""2017"":0.91,""2018"":0.88,""2019"":0.88,""2020"":0.84,""2021"":0.86,""2022"":0.84,""2023"":0.81,""2024"":0.81}",636,"[""6667/FaZe"",""5133/Sweden"",""11752/BLAST Dream Team"",""4494/MOUZ"",""10483/Team World"",""5991/Envy"",""6665/Astralis"",""6548/?"",""5996/TSM"",""5139/Denmark"",""5395/PENTA"",""5422/Dignitas"",""4548/CPH Wolves"",""4411/Ninjas in Pyjamas"",""5208/Reason"",""4983/n!faculty"",""5009/Playing Ducks"",""4623/fnatic"",""4901/3DMAX"",""4775/Western Wolves"",""160/fnatic"",""1460/dakarma"",""44/Denmark"",""60/mousesports"",""3630/Underdog$"",""3691/ESC Gaming.se"",""2050/Jutland"",""69/SK Gaming"",""3498/Onlinerz"",""3488/gatherproffs"",""2682/puta"",""3106/Full-Gaming"",""2752/Cheap Times!"",""2655/vVv Gaming"",""2685/Ab Ovo"",""166/Spirit of Amiga"",""921/yourname"",""1590/team mates"",""528/GG"",""574/ideal Gaming"",""609/specto""]",1,19,24,147,1,0,0,N/A
zneel,433,Jim Andersson ,Sweden,N/A,N/A,0.99,20,26,662,449,429,1.05,40.3,N/A,N/A,"{""2012"":1.02,""2013"":0.66}",10,"[""4488/Absolute Legends"",""4477/Publiclir.se"",""1703/duttdutt"",""4265/WinFakt"",""2990/Lemondogs"",""53/Sweden"",""1705/Lions"",""3371/Charge"",""3138/RG-Esports"",""1045/AgatoN"",""3029/MUSKELBYGGNING"",""2816/unique"",""862/hippopotamus"",""69/SK Gaming"",""1161/ex-MYM"",""942/boomchackalack""]",0,0,0,0,0,0,0,N/A
pita,434,Faruk Pita,Bosnia and Herzegovina,34,N/A,0.9,-442,180,4738,2991,3433,0.87,39.8,63.9,0.73,"{""2012"":1,""2013"":0.96,""2014"":0.96,""2015"":0.86,""2016"":0.8,""2017"":0.79,""2019"":0.57,""2020"":1.01}",38,"[""10956/Broderna145"",""4411/Ninjas in Pyjamas"",""8083/tjaswelolxd"",""7998/Gux & Friends"",""7920/OmFmike"",""5422/Dignitas"",""7534/qwerty"",""7412/newlyweds"",""5109/Bosnia & Herzegovina"",""5974/CLG"",""5885/NiP Staff"",""5679/ESG!"",""6137/SK"",""5588/GO4Bosnia"",""5570/Team4Balkan"",""5319/Property"",""4413/Lemondogs"",""4488/Absolute Legends"",""4477/Publiclir.se"",""3228/a2g"",""287/B & H"",""160/fnatic"",""3540/3DMAX"",""3138/RG-Esports"",""1161/ex-MYM"",""2629/concode"",""1804/XLBet.Playzone"",""1588/sChEnArEy"",""11737/EYEBALLERS""]",0,2,0,9,0,0,0,N/A
Delpan,438,Marcus Larsson,Sweden,33,N/A,1.04,146,154,3996,2855,2709,1.05,26.8,68.2,0.84,"{""2013"":1.04,""2014"":1.05,""2015"":1.09,""2016"":0.96}",61,"[""7412/newlyweds"",""5133/Sweden"",""6865/Escape"",""4411/Ninjas in Pyjamas"",""4894/AliGon"",""5319/Property"",""5679/ESG!"",""6137/SK"",""4413/Lemondogs"",""5586/GO4Serbia"",""4469/k1ck"",""5267/Team Thorin"",""4860/ZET"",""69/SK Gaming"",""160/fnatic"",""3038/Gamerzone"",""1705/Lions"",""3138/RG-Esports"",""53/Sweden"",""1161/ex-MYM"",""1045/AgatoN"",""2304/ProStaker"",""2629/concode"",""2596/Team C"",""221/Blank""]",0,1,0,5,0,0,0,N/A
B1ad3,472,Andrey Gorodenskiy,Ukraine,37,N/A,0.82,-3476,906,23376,13511,16987,0.8,41.9,66.1,0.81,"{""2012"":0.56,""2013"":0.91,""2014"":0.84,""2015"":0.85,""2016"":0.82,""2017"":0.79,""2018"":0.73}",187,"[""5988/FlipSid3"",""5593/dAT"",""5487/Hashtag"",""5008/Courage"",""4609/KerchNET"",""5144/Ukraine"",""2614/KerchNET"",""3092/GetHard"",""485/Ukraine"",""3060/MYM"",""2593/UNiTED"",""1540/DTS"",""421/Amazing Gaming"",""4608/Natus Vincere""]",0,9,0,21,0,0,0,N/A
Kane,482,Mikhaylo Blagin,Ukraine,38,0.47,N/A,-87,6,163,37,124,0.3,51.4,29.3,0.42,"{""2017"":0.43,""2018"":0.29,""2024"":0.75}",0,"[""4608/Natus Vincere"",""6651/Gambit"",""207/pro100"",""79/Virtus.pro"",""1542/csc.Arena"",""12426/Passion UA""]",0,0,0,0,0,0,0,N/A
Edward,483,Ioann Sukhariev,Ukraine,35,N/A,1,773,1495,39373,27139,26366,1.03,51.1,72.4,1,"{""2012"":0.87,""2013"":1.12,""2014"":1.06,""2015"":1.01,""2016"":1.01,""2017"":0.97,""2018"":0.93,""2019"":0.94,""2020"":0.89,""2021"":0.98,""2022"":1.17}",398,"[""5144/Ukraine"",""11939/Edward's Team"",""11801/Cossacks"",""11175/KHAN"",""11168/TBATBATBA"",""10788/selectah"",""9183/Winstrike"",""4608/Natus Vincere"",""4742/Nostalgie"",""4984/Astana Dragons"",""2059/Natus Vincere"",""2905/selectah"",""485/Ukraine"",""2623/Fire"",""1536/HellRaisers"",""1540/DTS"",""207/pro100"",""79/Virtus.pro""]",0,13,15,81,0,1,0,16
Zeus,484,Danylo Teslenko,Ukraine,35,N/A,0.92,-1990,1405,37152,23470,25460,0.92,43.5,69.9,0.93,"{""2012"":1.05,""2013"":1.01,""2014"":0.99,""2015"":0.92,""2016"":0.95,""2017"":0.87,""2018"":0.84,""2019"":0.86,""2021"":0.82}",348,"[""11434/Gambit 2017"",""11407/Team GeT_RiGhT"",""4608/Natus Vincere"",""5144/Ukraine"",""6651/Gambit"",""7265/Team1"",""2059/Natus Vincere"",""485/Ukraine"",""2594/Team A"",""1540/DTS"",""207/pro100"",""79/Virtus.pro""]",1,15,17,81,0,0,0,N/A
hooch,499,Dmitry Bogdanov,Russia,36,N/A,0.9,-1828,897,23538,14451,16279,0.89,41.8,70.8,0.84,"{""2012"":0.79,""2013"":0.84,""2014"":0.94,""2015"":0.95,""2016"":0.89,""2017"":0.96,""2018"":0.88,""2019"":0.83,""2020"":0.79,""2021"":0.79,""2022"":0.64}",339,"[""10831/Entropiq"",""9183/Winstrike"",""10710/Ztayhome"",""10562/S Nastupaushim"",""10189/Moscow CreepZ"",""9991/KAV0"",""9927/OwmS"",""5138/Russia"",""9793/Runtime"",""9603/UnderPressure"",""9546/omae wa mou shindeiru"",""9522/notkicked"",""7489/EPG"",""4610/RuSh3D"",""5338/TEAMSWAGYOLO"",""7268/.Russia"",""7524/BOOYAKA"",""7450/RoX"",""7420/s4s"",""6651/Gambit"",""6444/HS.GG"",""5949/PiTER"",""5445/LAN DODGERS"",""6302/Worst Players"",""6246/dope"",""5310/HellRaisers"",""5218/ACES"",""4742/Nostalgie"",""5748/Nostalgie"",""4592/dAT"",""79/Virtus.pro"",""2438/USSR"",""387/Russia"",""1540/DTS"",""1568/forZe"",""3343/Mighty44"",""3060/MYM"",""2593/UNiTED"",""2622/Wind"",""2594/Team A"",""421/Amazing Gaming"",""370/Begrip.ru""]",0,2,0,11,0,0,0,N/A
aneee,514,Søren Runge,Denmark,N/A,N/A,0.83,-33,8,211,122,155,0.79,48.4,N/A,N/A,"{""2013"":0.83}",2,"[""5124/First_online_then_LAN"",""4548/CPH Wolves"",""4502/HastaLaVista"",""4334/Wikipediots"",""1460/dakarma"",""4394/GiFiltaFish"",""4370/Midwest"",""4314/unnamed"",""4177/PTT"",""3630/Underdog$"",""1461/savasci"",""2378/X"",""2682/puta"",""2876/Dansk Metal"",""843/Ravens""]",0,0,0,0,0,0,0,N/A
COLON,515,Morten Johansen,Denmark,32,N/A,1.04,92,130,3318,2384,2292,1.04,37.1,77,N/A,"{""2012"":0.91,""2013"":1.13,""2014"":1.23,""2015"":0.95,""2016"":1.02,""2017"":0.88,""2020"":0.75}",43,"[""9912/Yoink"",""8465/LPSP"",""8299/INNOCENT"",""6042/MnM"",""5009/Playing Ducks"",""6382/Sententia Mortis"",""4546/puta"",""5246/ESC"",""5422/Dignitas"",""5208/Reason"",""5139/Denmark"",""5060/AWESOME"",""4828/KILLERFISH"",""4603/logiX"",""4547/Anexis"",""4334/Wikipediots"",""3630/Underdog$"",""4394/GiFiltaFish"",""4193/eSrael.dk"",""4125/Xapso"",""44/Denmark"",""4111/vistinkerpalan"",""4067/zeDanes"",""3923/Isak eSport"",""1461/savasci"",""1460/dakarma"",""3498/Onlinerz"",""3346/protryk"",""2876/Dansk Metal"",""843/Ravens""]",0,1,0,0,0,0,0,N/A
keep3r,528,Yuriy Mikulchik,Belarus,36,0.77,N/A,-20,3,83,5,25,0.2,20,12.6,1.04,"{""2017"":0.29,""2020"":0.79,""2021"":0.76}",1,"[""7969/Nemiga"",""4072/snT"",""280/Belarus"",""1812/Ultimo"",""1848/Sport in the Game""]",0,0,0,0,0,0,0,N/A
MODDII,545,Andreas Fridh,Sweden,34,N/A,1,401,1170,30550,20585,20184,1.02,52.4,74.6,0.99,"{""2012"":1.2,""2013"":1.07,""2014"":0.92,""2015"":0.96,""2016"":1.04,""2017"":0.98,""2018"":0.93,""2021"":0.99,""2022"":0.68}",406,"[""10954/Astralis Talent"",""4413/Lemondogs"",""7461/Copenhagen Flames"",""7175/Heroic"",""7059/X"",""7039/ArchAngels"",""6137/SK"",""7002/mix123"",""4742/Nostalgie"",""5319/Property"",""5208/Reason"",""5999/ISKOLD"",""5399/GreyFace"",""6017/madjicK"",""4894/AliGon"",""5988/FlipSid3"",""5133/Sweden"",""4494/MOUZ"",""4991/fnatic"",""4623/fnatic"",""160/fnatic"",""53/Sweden"",""1705/Lions"",""3691/ESC Gaming.se"",""1703/duttdutt"",""3138/RG-Esports"",""3627/dundermixen"",""2311/alchemists"",""3371/Charge"",""69/SK Gaming"",""3059/sweda"",""1161/ex-MYM"",""2947/umop episdn"",""2753/Shark.Confis"",""1037/Da-Mighty"",""2596/Team C"",""2304/ProStaker"",""611/PZ"",""573/12114""]",0,1,0,37,0,0,0,N/A
