Aug 01 2023,id,fullName,country,age,rating2,rating1,KDDiff,maps,rounds,kills,deaths,KDRatio,HSRatio,adr,ratingTop20,ratingYear,clutchesTotal,teams,majorsWon,majorsPlayed,LANsWon,LANsPlayed,MVPs,top20s,top10s,topPlacement
chelo,10566,Marcelo Cespedes,Brazil,25,N/A,1.06,1560,1025,26700,19052,17492,1.09,60.5,77.8,0.99,"{""2016"":1.04,""2017"":1.04,""2018"":1.06,""2019"":1.02,""2020"":1.14,""2021"":1.08,""2022"":1.1}",294,"[""8297/FURIA"",""9455/Imperial"",""9215/MIBR"",""7733/BOOM"",""6619/INTZ"",""6267/Não Tem Como"",""6290/Luminosity"",""4773/paiN"",""6785/Innova""]",0,3,0,10,0,0,0,N/A
devoduvek,10569,David Dobrosavljevic,France,28,N/A,0.95,-683,720,19114,12456,13139,0.95,49.1,75.6,0.94,"{""2016"":1.02,""2017"":1.02,""2018"":0.96,""2019"":0.88,""2020"":0.81,""2022"":0.86}",185,"[""12199/Arcadia"",""12099/Mixfits"",""7674/Ambush"",""10509/Juggernauts"",""10593/Demolition Crew"",""8346/Heretics"",""4674/LDLC"",""7557/Misfits"",""7667/RANKS""]",0,1,0,4,0,0,0,N/A
dzt,10570,Denis Fischer,Brazil,26,N/A,1,125,723,18717,12786,12661,1.01,46.6,75.4,0.79,"{""2016"":0.99,""2017"":1.04,""2018"":1.04,""2019"":0.97,""2020"":0.99,""2021"":0.97}",187,"[""12040/TropiCaos"",""11946/Sojoga"",""11420/Los Grandes"",""10894/Case"",""9455/Imperial"",""6033/Keyd"",""10018/Inflames"",""9213/Santos"",""7830/Virtue"",""6118/Tempo Storm"",""4773/paiN"",""6789/BigGods""]",0,0,0,0,0,0,0,N/A
InfrequeNt,10587,Jesse Barker,Australia,28,N/A,1.07,932,481,12409,8987,8055,1.12,33.7,76.3,0.78,"{""2016"":1.07,""2017"":1.06,""2018"":1.08,""2019"":1.13}",180,"[""7139/Grinny Bankers"",""11636/Aftershock"",""6010/Chiefs"",""8536/Ground Zero"",""5680/Athletico"",""7517/Tainted Minds""]",0,0,0,0,0,0,0,N/A
Liazz,10588,Jay Tregillgas,Australia,25,N/A,1.07,2325,1098,28304,19818,17493,1.13,45.8,78.1,0.98,"{""2016"":1.13,""2017"":1.24,""2018"":1.15,""2019"":0.94,""2020"":0.93,""2021"":0.91,""2022"":1.13}",399,"[""8008/Grayhound"",""8668/ORDER"",""6211/Renegades"",""10096/EXTREMUM"",""8474/100 Thieves"",""8021/Kings"",""7517/Tainted Minds"",""5680/Athletico""]",0,5,0,21,0,0,0,N/A
rommi,10589,Roman Golubev,Russia,30,N/A,1.05,604,516,13467,9899,9295,1.06,50.8,81.1,1.05,"{""2016"":1.05,""2017"":1.04,""2018"":1.05,""2019"":1.07}",163,"[""11456/Linx Legacy"",""11259/Moralezz"",""10627/Moscow Five Academy"",""8847/HOLLYWOOD"",""9193/PLINK"",""8669/Espada"",""7900/Spirit Academy"",""7523/1337"",""6597/Quest""]",0,0,0,0,0,0,0,N/A
fenvicious,10590,Evgeny Mitsik,Russia,28,N/A,1,45,751,19647,13559,13514,1,52.8,75.5,0.93,"{""2016"":0.98,""2017"":1.06,""2018"":0.96,""2019"":1,""2020"":1.01,""2021"":0.91}",244,"[""12106/farfaraway"",""11312/QUAZAR"",""11045/ASAP"",""9287/Unique"",""9518/Vyalie Pitoni"",""7489/EPG"",""8669/Espada"",""7900/Spirit Academy"",""6597/Quest""]",0,0,0,0,0,0,0,N/A
refrezh,10610,Ismail Ali,Denmark,25,1.07,1.03,1106,1118,29951,20701,19595,1.06,48.8,74.3,0.98,"{""2016"":0.99,""2017"":1.06,""2018"":1.06,""2019"":1.07,""2020"":1.06,""2021"":1,""2022"":0.95}",390,"[""12334/Preasy"",""10399/Evil Geniuses"",""8637/Sprout"",""7175/Heroic"",""8362/MAD Lions"",""4468/x6tence"",""7461/Copenhagen Flames"",""7674/Ambush"",""6615/OpTic"",""6855/Fragsters"",""4602/Tricked""]",0,3,0,15,0,0,0,N/A
Fadey,10611,Rhys Armstrong,South Africa,25,N/A,0.98,-439,833,21441,14813,15252,0.97,54.5,75.8,0.88,"{""2016"":0.95,""2017"":1.11,""2018"":0.97,""2019"":0.92,""2020"":1.16,""2021"":0.96,""2022"":1}",128,"[""9943/ATK"",""4643/Denial"",""5158/Bravado"",""6403/carboN""]",0,0,0,0,0,0,0,N/A
RoLEX,10663,Warittorn Kalanukarn,Thailand,22,1.06,1,33,492,12610,8834,8801,1,51.2,78.6,N/A,"{""2016"":0.98,""2017"":1.03,""2018"":1,""2019"":1,""2020"":0.98}",167,"[""10675/ZIGMA"",""8262/Beyond"",""6774/Signature"",""6353/MiTH""]",0,0,0,0,0,0,0,N/A
Olivia,10664,Peeratch Ingkudanonda,Thailand,25,1.13,1.1,1565,634,16189,12279,10714,1.15,37,78.5,0.79,"{""2016"":0.97,""2017"":1.14,""2018"":1.11,""2019"":1.14,""2020"":1.12}",237,"[""11083/LZ"",""8262/Beyond"",""8848/Alpha Red"",""7839/NSPR"",""7363/glassysky"",""6774/Signature""]",0,0,0,0,0,0,0,N/A
MAIROLLS,10666,Maitri Sukrob,Thailand,25,1.02,0.97,-226,498,12894,8578,8804,0.97,49.1,73.2,0.9,"{""2016"":0.92,""2017"":0.93,""2018"":0.92,""2019"":1.06,""2020"":0.93,""2021"":0.86}",127,"[""11083/LZ"",""8262/Beyond"",""8848/Alpha Red"",""7839/NSPR"",""7363/glassysky"",""6353/MiTH""]",0,0,0,0,0,0,0,N/A
Ethan,10671,Ethan Arnold,United States,23,1.14,1.06,1488,986,25998,18853,17365,1.09,49.4,81.4,1.08,"{""2016"":0.99,""2017"":1.08,""2018"":1.13,""2019"":1.04,""2020"":1.02}",322,"[""10399/Evil Geniuses"",""6673/NRG"",""5974/CLG""]",0,2,4,37,2,1,0,20
blocker,10697,Yanko Panov,Bulgaria,26,1.04,0.97,-572,902,23975,16363,16935,0.97,49.5,76.7,0.94,"{""2016"":0.96,""2017"":0.95,""2018"":1.03,""2019"":0.96,""2020"":0.94,""2022"":0.97}",215,"[""12213/Biskvitki Zakuska"",""11800/NeedDOCTOR"",""9863/FATE"",""8513/Windigo"",""6762/Bpro""]",0,0,1,1,0,0,0,N/A
kolor,10698,Ádám Domoszlay,Hungary,23,1.06,1.03,415,596,15557,10993,10578,1.04,27.6,73,0.87,"{""2016"":1.01,""2017"":1.05,""2018"":1.07,""2019"":1.03,""2020"":0.93,""2021"":0.9,""2022"":1.04}",194,"[""12182/DomiNation"",""12163/ex-Rapid Ninjas"",""12092/Rapid Ninjas"",""10968/cowana"",""9802/Budapest Five"",""8020/Vexed"",""6343/EURONICS"",""6652/GameAgents""]",0,0,0,0,0,0,0,N/A
Kntz,10705,Krit Chaiprasit,Thailand,25,1.07,1.03,670,552,14299,10068,9398,1.07,47.4,75.3,1.03,"{""2016"":0.84,""2017"":0.99,""2018"":1.08,""2019"":1.07,""2020"":1.01,""2021"":1.08}",188,"[""11135/NKT"",""11083/LZ"",""8262/Beyond"",""8848/Alpha Red"",""7839/NSPR""]",0,0,0,0,0,0,0,N/A
gas,10722,Yi Ding,China,27,1.11,1.08,798,547,14353,10990,10192,1.08,59.4,81.1,1.04,"{""2016"":1.12,""2017"":1.14,""2018"":1.02,""2019"":0.99,""2020"":1.13,""2021"":1.05,""2022"":1.06}",176,"[""10851/Wings Up"",""9868/Aster"",""9545/BTRG.IMBA"",""6899/LGD"",""6747/EDG""]",0,0,0,0,0,0,0,N/A
NK4Y,10761,Nikola Radushev,Bulgaria,27,1.07,1.03,429,480,12325,8697,8268,1.05,62.1,76.3,0.93,"{""2016"":1.05,""2017"":1.06,""2018"":1.13,""2019"":0.95}",148,"[""10727/Excellency"",""10225/ex-Epsilon"",""6762/Bpro"",""8582/Without Warning"",""7397/Outlaws""]",0,0,0,0,0,0,0,N/A
Rock1nG,10762,Ivan Stratiev,Bulgaria,26,1.01,0.94,-1142,923,24313,15879,17021,0.93,55.2,73.8,0.98,"{""2016"":0.9,""2017"":0.99,""2018"":1.02,""2019"":0.93,""2020"":0.9,""2021"":0.89}",257,"[""10509/Juggernauts"",""11810/Beyond Possible"",""11240/allStars"",""7674/Ambush"",""10276/Finest"",""9863/FATE"",""5347/BLUEJAYS"",""10386/SKADE"",""6762/Bpro"",""8582/Without Warning"",""7397/Outlaws""]",0,0,0,0,0,0,0,N/A
Freeman,10774,WingHei Cheung,Hong Kong,24,1.15,1.12,2337,825,21139,15975,13638,1.17,48.8,80.3,0.94,"{""2016"":1.21,""2017"":1.21,""2018"":1.16,""2019"":1.03,""2020"":0.9,""2021"":0.91}",323,"[""4863/TYLOO"",""11542/YK"",""11275/NSN"",""7606/ViCi"",""7660/Flash"",""9037/VG.Flash"",""7324/ENZO""]",0,2,0,15,0,0,0,N/A
RuStY,10784,Alfred Karlsson,Sweden,25,1.03,0.97,-218,1557,42274,27969,28187,0.99,52.7,73.3,0.99,"{""2016"":1.01,""2017"":0.96,""2018"":0.95,""2019"":0.94,""2020"":0.99,""2021"":1.04,""2022"":0.97}",474,"[""6902/GODSENT"",""11481/ex-Into the Breach"",""11164/Into the Breach"",""9928/GamerLegion"",""6685/Ancient"",""9481/x6tence Galaxy"",""9085/Chaos"",""7613/Red Reserve"",""6978/Singularity"",""7124/passions"",""7308/Epsilon Hype""]",0,0,0,0,0,0,0,N/A
iDk,10818,Victor Torraca,Brazil,25,1.08,1.01,603,1031,26831,18444,17841,1.03,48,77.2,0.91,"{""2016"":1.13,""2017"":1.12,""2018"":1.03,""2019"":1,""2020"":0.95,""2021"":0.94}",324,"[""12342/Age"",""6947/TeamOne"",""10669/Paquetá"",""8728/Yeah"",""6785/Innova""]",0,0,0,0,0,0,0,N/A
prt,10827,Matheus Scuvero,Brazil,25,1.03,0.98,-99,772,20127,13456,13555,0.99,53.1,72.8,0.8,"{""2016"":1.06,""2017"":0.98,""2018"":1.04,""2019"":0.99,""2020"":1,""2021"":0.91}",246,"[""12342/Age"",""12040/TropiCaos"",""11946/Sojoga"",""6947/TeamOne"",""8902/DETONA""]",0,0,0,0,0,0,0,N/A
tatazin,10840,Alef Pereira,Brazil,28,1.05,1,960,888,23264,15012,14052,1.07,46.3,69.8,0.85,"{""2016"":0.93,""2017"":1.04,""2018"":1.05,""2019"":1.05,""2020"":0.95,""2021"":0.98,""2022"":1.02}",328,"[""11946/Sojoga"",""12040/TropiCaos"",""11420/Los Grandes"",""11398/BIGODES"",""10979/Bears"",""8728/Yeah"",""4773/paiN"",""8895/Wild"",""7830/Virtue"",""6118/Tempo Storm"",""6789/BigGods""]",0,0,0,0,0,0,0,N/A
KHTEX,10842,Dener Barchfield,Brazil,26,1.08,1.04,867,628,16208,11300,10433,1.08,45.4,75.1,0.61,"{""2016"":1.16,""2017"":0.97,""2018"":1.1,""2019"":1.03,""2020"":0.97,""2021"":0.98}",193,"[""11420/Los Grandes"",""11568/ELES"",""10669/Paquetá"",""7176/RED Canids"",""9455/Imperial"",""8895/Wild"",""7830/Virtue"",""8113/Sharks"",""6789/BigGods""]",0,0,0,0,0,0,0,N/A
kabal,10870,Bat-Enkh Batbayar,Mongolia,28,1.08,1.03,924,904,23778,16548,15624,1.06,45.8,76.8,0.92,"{""2016"":1.03,""2017"":1.06,""2018"":1.02,""2019"":1.07,""2020"":1.05,""2021"":1.06,""2022"":0.96}",340,"[""12312/ATOX"",""11585/IHC"",""10796/Checkmate"",""11059/Renewal"",""10661/TIGER"",""10328/AUGUST"",""7092/5POWER"",""6248/TheMongolz""]",0,2,0,0,0,0,0,N/A
MarKE,10892,Edgar Maldonado,Mexico,25,1.12,1.05,1676,1073,27687,19550,17874,1.09,53.1,79,0.99,"{""2016"":1.04,""2017"":1.09,""2018"":1.04,""2019"":1.05,""2020"":1.04,""2021"":1.02,""2022"":0.91}",338,"[""11948/Nouns"",""10948/Extra Salt"",""9085/Chaos"",""6238/Ze Pug Godz"",""7726/Swole Patrol"",""7106/eUnited"",""8181/Gale Force"",""7531/Miami Flamingos"",""6673/NRG"",""5956/QuetzaL""]",0,0,0,0,0,0,0,N/A
kiR,10938,Andreas Kirstein,Denmark,23,0.98,0.93,-1162,741,19943,12923,14085,0.92,61.3,71.3,0.93,"{""2016"":0.74,""2017"":0.86,""2018"":1.04,""2019"":0.95,""2020"":0.9,""2021"":0.92,""2022"":0.93}",156,"[""10954/Astralis Talent"",""11134/CEPTER"",""10867/MASONIC"",""4602/Tricked"",""9728/maquinas"",""8706/Ignite""]",0,0,0,0,0,0,0,N/A
Kristou,10961,Kristoffer Aamand,Denmark,21,1,0.97,-317,643,17184,11238,11555,0.97,41.8,68.2,0.88,"{""2016"":0.86,""2017"":0.98,""2018"":0.98,""2019"":0.9,""2020"":0.98,""2021"":0.92,""2022"":1}",196,"[""10954/Astralis Talent"",""11536/ex-AGF"",""8704/AGF"",""7533/North""]",0,0,0,0,0,0,0,N/A
mantuu,10981,Mateusz Wilczewski,Poland,25,1.16,1.12,2376,703,18849,14038,11662,1.2,35.6,76.5,1.09,"{""2016"":1.14,""2017"":1.15,""2018"":1.16,""2019"":1.15,""2020"":1.1,""2021"":1.11,""2022"":1.11}",259,"[""7532/BIG"",""10503/OG"",""4501/ALTERNATE aTTaX"",""6693/PANTHERS""]",0,0,0,4,0,0,0,N/A
dragonfly,10992,Jacob Lund,Denmark,26,1.06,1.02,502,507,13234,9094,8592,1.06,25.1,70.8,0.93,"{""2016"":0.87,""2017"":1.04,""2018"":1.02}",148,"[""10574/ex-Maknitude"",""9788/ex-Fragsters"",""6855/Fragsters""]",0,0,0,2,0,0,0,N/A
torben,10993,Nicolai Amorim,Denmark,28,0.93,0.88,-1196,532,13939,8176,9372,0.87,49.5,66.2,0.84,"{""2016"":1.01,""2017"":0.93,""2018"":0.86,""2019"":0.88}",143,"[""4602/Tricked"",""9788/ex-Fragsters"",""6855/Fragsters""]",0,0,0,2,0,0,0,N/A
stavn,10994,Martin Lund,Denmark,21,1.12,1.05,1905,1288,34347,25044,23139,1.08,43.1,81.2,1.09,"{""2016"":1.03,""2017"":1.06,""2018"":1.01,""2019"":1.07,""2020"":1.06,""2021"":1.01,""2022"":1.11}",357,"[""7175/Heroic"",""9788/ex-Fragsters"",""6855/Fragsters""]",0,4,2,27,0,3,1,10
JazzPimp,11039,Dominick Dimpfel,United States,26,1.01,0.96,-362,496,13025,8862,9224,0.96,53.9,74.7,0.62,"{""2016"":1.18,""2019"":0.96,""2020"":0.99,""2021"":0.93}",152,"[""11948/Nouns"",""11869/Squirtle Squad"",""11571/Gaimin Gladiators"",""11075/ChocoCheck"",""10463/Recon 5"",""10792/ex-Recon 5"",""9615/Thunder Logic""]",0,0,0,0,0,0,0,N/A
dazzLe,11064,Will Loafman,United States,27,1.08,1.01,-8,690,17971,12753,12761,1,42,80.9,0.99,"{""2016"":0.92,""2017"":1.04,""2018"":1.02,""2019"":0.97}",173,"[""6238/Ze Pug Godz"",""10744/Levitate"",""9799/Bad News Bears"",""6978/Singularity"",""10080/New Identity"",""7106/eUnited"",""7924/Rise Nation""]",0,0,0,0,0,0,0,N/A
Golden,11110,Maikil Selim,Sweden,29,0.94,0.9,-2042,875,23282,14248,16290,0.87,53.5,69.1,0.9,"{""2016"":1,""2017"":0.95,""2018"":0.9,""2019"":0.89,""2020"":0.87,""2021"":0.76,""2022"":0.79}",229,"[""11401/Savage"",""4991/fnatic"",""5752/Cloud9"",""7169/fnatic Academy""]",0,3,3,25,0,0,0,N/A
aliStair,11139,Alistair Johnston,Australia,25,1.13,1.09,2930,1179,29979,21564,18634,1.16,34.5,74.8,0.89,"{""2016"":1.09,""2017"":1.09,""2018"":0.99,""2019"":1.14,""2020"":1.18,""2021"":1.09,""2022"":1.05}",397,"[""8008/Grayhound"",""8668/ORDER"",""6211/Renegades"",""6010/Chiefs""]",0,4,0,0,0,0,0,N/A
INS,11140,Joshua Potter,Australia,24,1.19,1.12,2931,1078,27375,20735,17804,1.16,42.9,85.7,0.98,"{""2016"":1.05,""2017"":1.09,""2018"":1.09,""2019"":1.15,""2020"":1.2,""2021"":1.15,""2022"":1.13}",331,"[""8008/Grayhound"",""8668/ORDER"",""6211/Renegades"",""7517/Tainted Minds"",""6010/Chiefs""]",0,4,0,0,0,0,0,N/A
erkaSt,11141,Erdenetsogt Gantulga,Mongolia,28,1.16,1.1,2368,955,24806,18844,16476,1.14,50,82.3,0.98,"{""2016"":1.08,""2017"":1.1,""2018"":1.16,""2019"":1.15,""2020"":1.11,""2021"":1.08,""2022"":0.98}",290,"[""11135/NKT"",""10872/NG"",""10661/TIGER"",""10328/AUGUST"",""8008/Grayhound"",""4791/Immunity"",""5680/Athletico""]",0,2,0,0,0,0,0,N/A
exit,11154,Raphael Lacerda,Brazil,26,1.12,1.08,2782,978,25392,17651,14869,1.19,45.6,75.9,0.94,"{""2016"":1.19,""2017"":1.18,""2018"":1.08,""2019"":1.02,""2020"":1.14,""2021"":1.06,""2022"":1.08}",383,"[""9215/MIBR"",""8113/Sharks"",""7081/Black Dragons"",""6771/ProGaming""]",0,1,0,0,0,0,0,N/A
Drea3er,11161,ZhiTao Zhang,China,28,1.01,0.96,-374,418,10753,7240,7614,0.95,53.8,73.7,0.89,"{""2016"":1.07,""2017"":0.96,""2018"":0.98,""2019"":0.91,""2020"":0.83,""2021"":0.86}",172,"[""11101/CatEvil"",""9107/BTRG"",""4865/New4"",""6908/FIVE""]",0,0,0,0,0,0,0,N/A
Hatz,11162,Jordan Bajic,Australia,25,1.14,1.08,2109,1002,25505,18299,16190,1.13,51.1,77.6,0.87,"{""2016"":1.1,""2017"":1.11,""2018"":1.1,""2019"":1.13,""2020"":0.99,""2021"":1.02}",325,"[""11726/Encore"",""8668/ORDER"",""6211/Renegades"",""8021/Kings"",""5293/AVANT"",""7077/Parallax""]",0,2,0,0,0,0,0,N/A
trk,11163,Alencar Rossato,Brazil,28,1.13,1.05,1602,989,25829,18451,16849,1.1,48.6,78.2,0.96,"{""2016"":1.01,""2017"":1.15,""2018"":1.18,""2019"":1.08,""2020"":0.95,""2021"":0.88}",299,"[""6947/TeamOne"",""11309/00NATION"",""10994/O PLANO"",""9215/MIBR""]",0,0,0,0,0,0,0,N/A
beastik,11199,Sebastian Daňo,Czech Republic,25,1,0.94,-1110,1006,27051,17069,18179,0.94,54.9,70.2,0.88,"{""2016"":0.95,""2017"":0.93,""2018"":1.2,""2019"":1.14,""2020"":0.98,""2021"":0.91,""2022"":0.94}",236,"[""10577/SINNERS"",""7842/Dark Tigers""]",0,0,0,0,0,0,0,N/A
stadodo,11205,Renato Gonçalves,Portugal,26,1.08,1.01,786,933,24656,16571,15785,1.05,39.2,73.2,0.97,"{""2016"":0.85,""2017"":1.07,""2018"":0.93,""2019"":1.04,""2020"":1.03,""2021"":1,""2022"":0.98}",337,"[""7379/FTW"",""10567/SAW"",""8515/OFFSET"",""7463/HEXAGONE""]",0,0,0,0,0,0,0,N/A
delboNi,11213,Felipe Delboni,Brazil,25,1.04,1,198,639,16622,11253,11055,1.02,44.6,74.2,0.61,"{""2016"":1.07,""2017"":1.08,""2018"":0.97,""2019"":1.08,""2020"":1,""2021"":1,""2022"":0.99}",172,"[""11249/Meta"",""12065/Flamengo"",""11814/Corinthians"",""11723/HUMMER"",""11588/São Caetano"",""11445/ex-Imperial"",""9455/Imperial"",""10894/Case"",""9213/Santos"",""8728/Yeah"",""7614/Merciless"",""6789/BigGods""]",0,0,0,0,0,0,0,N/A
SPELLAN,11217,Teodor Nikolov,Bulgaria,25,1.03,0.97,-360,1515,39670,25955,26315,0.99,39.3,74,0.9,"{""2016"":1.02,""2017"":1.01,""2018"":1.05,""2019"":0.95,""2020"":0.94,""2021"":0.86,""2022"":0.87}",578,"[""12068/Katuna"",""12094/TENSTAR"",""11810/Beyond Possible"",""4469/k1ck"",""8362/MAD Lions"",""10386/SKADE"",""10225/ex-Epsilon"",""4688/Epsilon"",""8513/Windigo"",""8347/ex-Outlaws"",""7397/Outlaws""]",0,0,0,0,0,0,0,N/A
CeRq,11219,Tsvetelin Dimitrov,Bulgaria,23,1.13,1.1,3416,1228,31999,23335,19919,1.17,27.9,73.9,1.07,"{""2016"":1.14,""2017"":1.17,""2018"":1.14,""2019"":1.09,""2020"":1.05,""2021"":0.94}",409,"[""10399/Evil Geniuses"",""6673/NRG"",""7397/Outlaws""]",0,4,4,38,2,1,0,18
Subroza,11231,Yassine Taoufik,Canada,26,1.1,1.03,375,623,16275,11748,11373,1.03,48.4,80.7,0.89,"{""2016"":0.89,""2017"":1.13,""2018"":0.98,""2019"":1.04}",152,"[""10618/Orgless"",""7726/Swole Patrol"",""9945/Lazarus"",""7801/Ghost"",""7616/FRENCH CANADIANS"",""8049/District 7"",""5974/CLG""]",0,0,0,7,0,0,0,N/A
Oderus,11238,Chad Miller,United States,24,1.04,1,-52,473,12356,8738,8790,0.99,34.3,72.3,0.84,"{""2016"":0.89,""2017"":0.99,""2018"":1.06,""2019"":0.99}",136,"[""10092/Peeker's Advantage"",""9566/Spacestation"",""8700/BlackOut"",""9014/The Pioneers"",""8502/Ghost Academy"",""6707/RONIN""]",0,0,0,0,0,0,0,N/A
Flarich,11250,Vadim Karetin,Latvia,26,1.07,1.04,1816,1088,29007,19905,18089,1.1,55.3,73.9,0.89,"{""2016"":1.12,""2017"":1.11,""2018"":1.1,""2019"":1.05,""2020"":1.01,""2021"":0.89,""2022"":0.97}",453,"[""10888/EC Kyiv"",""5310/HellRaisers"",""7898/pro100"",""5847/ACG"",""7583/Vexilla""]",0,0,0,0,0,0,0,N/A
fr0slev,11258,Magnus Frøslev,Denmark,26,1.06,1,266,684,17918,12317,12051,1.02,47.8,77.2,0.9,"{""2016"":1.06,""2017"":1.02,""2018"":0.94,""2019"":1,""2020"":1.04,""2021"":0.99}",179,"[""10867/MASONIC"",""8704/AGF"",""9214/unknown"",""6855/Fragsters""]",0,0,0,0,0,0,0,N/A
WARDELL,11264,Matthew Yu,Canada,25,1.13,1.1,1648,609,15901,11627,9979,1.17,27.2,74.2,1.01,"{""2016"":1.16,""2017"":1.08,""2018"":1.1,""2019"":1.13}",264,"[""10618/Orgless"",""10361/J Money Crew"",""7801/Ghost"",""6710/Bee's Money Crew""]",0,0,0,8,0,0,0,N/A
smooya,11271,Owen Butterfield,United Kingdom,23,1.2,1.18,4078,931,24687,19440,15362,1.27,27.9,79.6,1.05,"{""2016"":1.23,""2017"":1.19,""2018"":1.14,""2019"":1.11,""2020"":1.23,""2021"":1.24,""2022"":1.18}",371,"[""11540/Benched Heroes"",""11164/Into the Breach"",""4991/fnatic"",""7718/Movistar Riders"",""9085/Chaos"",""7532/BIG"",""6211/Renegades"",""4688/Epsilon""]",0,1,0,12,0,0,0,N/A
Markoś,11276,Kuba Markowski,Poland,24,1.06,1.02,863,782,20972,14141,13278,1.06,30.8,72.1,0.98,"{""2016"":1.04,""2017"":0.98,""2018"":0.93,""2019"":0.85,""2020"":1.03,""2021"":1.03,""2022"":1.01}",294,"[""10999/EC Brugge"",""10854/los kogutos"",""11743/FLET"",""11493/MONKE"",""10426/Wisla Krakow"",""8813/Illuminar"",""9797/AVEZ"",""8209/Pompa"",""6998/iNETKOXTV""]",0,0,0,0,0,0,0,N/A
TOAO,11278,Mateusz Zawistowski,Poland,26,0.98,0.93,-1597,1347,36072,22591,24188,0.93,48.2,68.9,0.88,"{""2016"":1.07,""2017"":1.04,""2018"":0.94,""2019"":0.89,""2020"":0.9,""2021"":0.9,""2022"":0.91}",510,"[""8813/Illuminar"",""8248/PACT"",""11511/AzerbejdzanPL"",""11485/ex-Izako Boars"",""7681/Izako Boars"",""5378/Virtus.pro"",""8068/AGO"",""6998/iNETKOXTV""]",0,0,0,0,0,0,0,N/A
ottoNd,11283,Otto Sihvo,Finland,25,1.14,1.1,2931,1012,26826,19691,16760,1.17,27.1,75.3,1.03,"{""2016"":0.99,""2017"":1.14,""2018"":1.15,""2019"":1.08,""2020"":1.05,""2021"":1,""2022"":1.1}",312,"[""7865/HAVU"",""9648/KOVA"",""10606/c0ntact"",""10150/CR4ZY"",""8481/Valiance"",""8105/VITALIS"",""7638/Chrome""]",0,1,0,0,0,0,0,N/A
ponczek,11286,Patryk Wites,Poland,28,1.01,0.96,-248,585,15685,9982,10230,0.98,44.1,70.6,0.93,"{""2016"":0.96,""2017"":1.01,""2018"":0.95,""2019"":0.93,""2020"":0.97,""2021"":0.94}",195,"[""11387/UNGENTIUM"",""11621/Impression"",""11216/Dolej Miodu"",""10426/Wisla Krakow"",""9797/AVEZ"",""8846/x-kom"",""8209/Pompa""]",0,0,0,0,0,0,0,N/A
darko,11287,Kacper Ściera,Poland,25,1.02,0.95,-931,911,24743,16146,17077,0.95,44.5,74.6,0.96,"{""2016"":1.03,""2017"":0.92,""2018"":0.96,""2019"":0.95,""2020"":0.97,""2021"":0.9,""2022"":0.86}",283,"[""10905/PGE Turow"",""11621/Impression"",""11064/ESCA"",""8248/PACT"",""8209/Pompa""]",0,0,0,0,0,0,0,N/A
leo_drk,11329,Leonardo Oliveira,Brazil,23,1.06,0.99,-73,630,16256,11124,11197,0.99,51.7,76,0.97,"{""2016"":1.16,""2017"":1.14,""2018"":1.03,""2019"":0.99,""2020"":0.96,""2021"":1}",132,"[""10894/Case"",""11309/00NATION"",""10994/O PLANO"",""9215/MIBR"",""8113/Sharks""]",0,0,0,0,0,0,0,N/A
RCF,11337,Rodrigo Figueiredo,Brazil,23,1.09,1.03,749,750,19667,13973,13224,1.06,41.4,74.7,0.89,"{""2016"":0.87,""2017"":0.96,""2018"":0.99,""2019"":0.97,""2020"":1.05,""2021"":1.11,""2022"":1.09}",203,"[""10894/Case"",""11381/Asterys"",""11307/ozbonz"",""10988/Jaguares"",""10611/High Coast"",""8728/Yeah"",""8113/Sharks"",""7880/Gorilla Core"",""6874/IDM""]",0,0,0,0,0,0,0,N/A
SHiPZ,11343,Georgi Grigorov,Bulgaria,22,1.11,1.06,2587,1941,51801,38246,35659,1.07,49.7,79.5,1.05,"{""2016"":0.87,""2017"":1.06,""2018"":1.07,""2019"":1.07,""2020"":1.02,""2021"":1.06,""2022"":1.08}",583,"[""12000/500"",""11947/ex-SKADE"",""10386/SKADE"",""10848/MBAPPEEK"",""10606/c0ntact"",""10150/CR4ZY"",""8513/Windigo"",""8347/ex-Outlaws"",""6762/Bpro""]",0,0,1,2,1,0,0,N/A
0i,11358,ZhiWei Liu,China,27,1,0.96,-437,492,12863,8662,9099,0.95,55.8,73.3,0.95,"{""2016"":0.97,""2017"":0.99,""2018"":1,""2019"":0.82,""2020"":0.94,""2021"":0.93}",149,"[""7966/Invictus"",""10847/After"",""9031/MFC"",""4865/New4"",""6908/FIVE""]",0,0,0,0,0,0,0,N/A
malta,11485,Liam Schembri,Australia,27,1.1,1.04,1543,1104,28085,19483,17940,1.09,39.5,77.4,0.85,"{""2016"":1.08,""2017"":1.09,""2018"":1.06,""2019"":1.02,""2020"":0.95,""2021"":1.03,""2022"":1.05}",315,"[""10672/VERTEX"",""6211/Renegades"",""8008/Grayhound"",""6010/Chiefs""]",0,3,0,0,0,0,0,N/A
Noisia,11492,Alec Gulabovski,Australia,27,0.99,0.94,-604,592,15391,9933,10537,0.94,43.9,72.6,0.78,"{""2016"":0.92,""2017"":0.93,""2018"":0.92,""2019"":0.94,""2020"":0.97}",177,"[""11624/Antic"",""6161/Skyfire"",""10664/i sleep"",""8738/MC"",""10041/rewound"",""9484/Breakaway"",""8887/Rise and Grind"",""7212/Dark Sided"",""5293/AVANT""]",0,0,0,0,0,0,0,N/A
