Aug 01 2023,id,fullName,country,age,rating2,rating1,KDDiff,maps,rounds,kills,deaths,KDRatio,HSRatio,adr,ratingTop20,ratingYear,clutchesTotal,teams,majorsWon,majorsPlayed,LANsWon,LANsPlayed,MVPs,top20s,top10s,topPlacement
TACO,9217,Epitacio de Melo,Brazil,28,N/A,0.92,-1605,1485,38711,23409,25014,0.94,50.3,67.2,0.94,"{""2015"":0.92,""2016"":0.99,""2017"":0.94,""2018"":0.92,""2019"":0.91,""2020"":0.88,""2021"":0.89}",429,"[""11309/00NATION"",""6902/GODSENT"",""9215/MIBR"",""5973/Liquid"",""6137/SK"",""6290/Luminosity"",""6334/Games Academy""]",2,10,13,77,0,0,0,N/A
xand,9218,Alexandre Zizi,Brazil,28,N/A,1.07,875,515,13210,9681,8806,1.1,50.2,80.4,0.86,"{""2015"":0.99,""2017"":1.1,""2018"":1.09,""2019"":1.04}",133,"[""9996/9z"",""6619/INTZ"",""8728/Yeah""]",0,1,0,0,0,0,0,N/A
felps,9219,João Vasconcellos,Brazil,26,N/A,1.07,1768,1172,30146,22799,21031,1.08,43.2,84.4,1.04,"{""2015"":1.03,""2016"":1.1,""2017"":0.99,""2018"":1.13,""2019"":0.98,""2020"":1.27,""2021"":1.09,""2022"":1.04}",209,"[""9455/Imperial"",""11837/Fluxo"",""6902/GODSENT"",""7733/BOOM"",""9215/MIBR"",""6619/INTZ"",""6267/Não Tem Como"",""6137/SK"",""7010/Immortals"",""6118/Tempo Storm"",""6334/Games Academy""]",0,5,7,36,1,0,0,N/A
SHOOWTiME,9220,Gustavo Gonçalves,Brazil,26,N/A,0.97,-627,1131,29378,19664,20291,0.97,44.6,74.9,0.9,"{""2015"":0.97,""2016"":0.98,""2017"":1.01,""2018"":0.99,""2019"":0.96,""2020"":0.93,""2021"":0.94,""2022"":0.95}",293,"[""10994/O PLANO"",""12065/Flamengo"",""11814/Corinthians"",""11723/HUMMER"",""11588/São Caetano"",""11445/ex-Imperial"",""9455/Imperial"",""6033/Keyd"",""10018/Inflames"",""9213/Santos"",""6290/Luminosity"",""6118/Tempo Storm"",""6334/Games Academy""]",0,0,2,12,0,0,0,N/A
reversive,9221,Roberto Themtham,Argentina,31,N/A,0.98,-7,725,19026,12711,12718,1,43.9,75,0.81,"{""2015"":0.98,""2016"":1.02,""2017"":1.07,""2018"":1.03,""2019"":0.98,""2020"":0.98,""2021"":0.99,""2022"":0.87}",223,"[""12181/LRV"",""7653/Isurus"",""11044/Leviatan"",""6799/Furious""]",0,0,0,0,0,0,0,N/A
Tsogoo,9245,Tsog Mashbat,Mongolia,29,N/A,1,75,502,12846,8991,8916,1.01,52.9,76.9,1.02,"{""2015"":1.02,""2016"":1.11,""2017"":0.97,""2018"":1,""2019"":0.92,""2020"":0.96,""2021"":0.81}",136,"[""10051/Mazaalai"",""6248/TheMongolz"",""9507/Storm Rider""]",0,0,0,0,0,0,0,N/A
Machinegun,9247,Enkhtaivan Lkhagva,Mongolia,33,N/A,1.08,676,431,10994,8352,7676,1.09,50.3,81.4,0.84,"{""2015"":1.29,""2016"":1.05,""2017"":1.1,""2018"":1.07,""2019"":1.04,""2020"":1,""2021"":0.85}",136,"[""6248/TheMongolz"",""10051/Mazaalai"",""7892/Eclipse"",""6301/Splyce""]",0,0,0,0,0,0,0,N/A
mopoz,9254,Alejandro Fernández-Quejo Cano,Spain,26,N/A,0.99,-282,1281,34114,22986,23268,0.99,51.6,75.1,0.96,"{""2015"":0.96,""2016"":1.13,""2017"":1.04,""2018"":1.02,""2019"":0.96,""2020"":0.98,""2021"":1.04,""2022"":0.93}",364,"[""7718/Movistar Riders"",""7339/KPI""]",0,1,0,6,0,0,0,N/A
draken,9255,William Sundin,Sweden,27,N/A,1.08,3588,1377,36746,26461,22873,1.16,30.6,74.3,1.05,"{""2015"":0.83,""2016"":1.1,""2017"":1.11,""2018"":1.06,""2019"":1.06,""2020"":1.09,""2022"":1.11}",506,"[""11982/IKLA"",""6902/GODSENT"",""11481/ex-Into the Breach"",""11164/Into the Breach"",""11401/Savage"",""9928/GamerLegion"",""6685/Ancient"",""4411/Ninjas in Pyjamas"",""9855/Uruguay"",""7613/Red Reserve"",""4991/fnatic"",""4688/Epsilon"",""6622/CG""]",0,1,1,22,0,0,0,N/A
disco doplan,9256,Joakim Gidetun,Sweden,27,N/A,1.02,1094,1207,32000,22193,21099,1.05,43.9,76.1,0.99,"{""2015"":1.14,""2016"":1.09,""2017"":1.04,""2018"":1.02,""2019"":1.01,""2020"":0.96}",412,"[""10764/Galaxy Racer"",""10748/ex-SMASH"",""10315/SMASH"",""6685/Ancient"",""7613/Red Reserve"",""6902/GODSENT"",""4991/fnatic"",""4688/Epsilon""]",0,1,0,8,0,0,0,N/A
freddieb,9257,Fredrik Buö,Sweden,29,N/A,0.99,180,1135,30119,20728,20548,1.01,52.9,77,0.98,"{""2015"":0.96,""2016"":1.01,""2017"":1.02,""2018"":0.98,""2019"":0.98}",330,"[""9928/GamerLegion"",""6685/Ancient"",""9481/x6tence Galaxy"",""7613/Red Reserve"",""6902/GODSENT"",""4688/Epsilon""]",0,0,0,6,0,0,0,N/A
SicK,9258,Hunter Mims,United States,24,N/A,1.05,1040,795,20701,15002,13962,1.07,49.8,77.7,1.02,"{""2015"":0.98,""2016"":1.06,""2017"":1.05,""2018"":1.06,""2019"":1}",226,"[""5005/Complexity"",""7157/Rogue"",""7557/Misfits"",""5996/TSM""]",0,3,0,7,0,0,0,N/A
vice,9260,Daniel Kim,United States,27,N/A,1,128,493,12707,8668,8540,1.01,49.4,75.9,0.9,"{""2015"":0.96,""2016"":0.85,""2017"":1.11,""2018"":1.01}",138,"[""5752/Cloud9"",""7157/Rogue"",""7592/Enigma6"",""7106/eUnited""]",0,1,0,0,0,0,0,N/A
Lekr0,9261,Jonas Olofsson,Sweden,30,N/A,1.01,852,1338,35806,24803,23951,1.04,51.7,76.6,1.03,"{""2015"":1.05,""2016"":1.04,""2017"":1.07,""2018"":1.01,""2019"":0.95,""2020"":1,""2021"":1.01,""2022"":0.97}",456,"[""12258/Unluko5"",""5422/Dignitas"",""7533/North"",""4411/Ninjas in Pyjamas"",""4991/fnatic"",""6902/GODSENT"",""6685/Ancient"",""4477/Publiclir.se""]",0,5,2,44,0,0,0,N/A
sLowi,9271,Olli Pitkänen,Finland,27,N/A,1.01,576,1330,35805,24783,24207,1.02,52.9,76.9,1,"{""2015"":1.12,""2016"":1.01,""2017"":1.13,""2018"":1.04,""2019"":1.03,""2020"":1.03,""2021"":0.99,""2022"":0.9}",362,"[""7865/HAVU"",""11827/JANO"",""6420/KoN Finland""]",0,0,0,0,0,0,0,N/A
FREDDyFROG,9277,Fredrik Gustafsson,Sweden,30,N/A,1.11,3606,1208,32176,23752,20146,1.18,40.3,80.4,1.07,"{""2015"":1.09,""2016"":1.01,""2017"":1.18,""2018"":1.14,""2019"":1.08,""2020"":1.07,""2021"":1.06}",424,"[""9806/Apeks"",""10764/Galaxy Racer"",""7144/Japaleno"",""9085/Chaos"",""7613/Red Reserve"",""7124/passions""]",0,0,0,0,0,0,0,N/A
REZ,9278,Fredrik Sterner,Sweden,25,N/A,1.03,1444,1516,39993,27901,26457,1.05,49.6,77.4,1.05,"{""2015"":1.3,""2016"":1.08,""2017"":1.05,""2018"":1.01,""2019"":0.97,""2020"":1.01,""2021"":1.03,""2022"":1.06}",460,"[""4411/Ninjas in Pyjamas"",""4688/Epsilon"",""6622/CG""]",0,7,1,56,1,0,0,N/A
Relaxa,9279,Joakim Gustafsson,Sweden,30,N/A,1.03,1931,1204,32063,21480,19549,1.1,30.2,72.4,1.02,"{""2015"":0.94,""2016"":0.85,""2017"":1.06,""2018"":1.08,""2019"":1.02,""2020"":1.05,""2021"":0.96}",439,"[""9806/Apeks"",""10764/Galaxy Racer"",""7144/Japaleno"",""9085/Chaos"",""7613/Red Reserve""]",0,0,0,0,0,0,0,N/A
TOR,9288,Tosapol Saekow,Thailand,30,N/A,1.06,657,452,11472,8271,7614,1.09,28.9,77,1.01,"{""2015"":1.25,""2016"":1.11,""2017"":1.07,""2018"":1.06}",175,"[""8262/Beyond"",""6774/Signature""]",0,0,0,0,0,0,0,N/A
qqGOD,9289,Phoomphat Phodjanat,Thailand,25,N/A,1.02,280,584,15180,10674,10394,1.03,40.9,79.2,1,"{""2015"":1.1,""2016"":1.12,""2017"":1,""2018"":1.04,""2019"":1.02,""2020"":0.95}",186,"[""11083/LZ"",""8262/Beyond"",""8680/Lucid Dream"",""8848/Alpha Red"",""6774/Signature"",""7576/7642""]",0,0,0,0,0,0,0,N/A
krii,9291,Kristaps Bricis,Latvia,25,N/A,0.98,-47,496,13094,8685,8732,0.99,50.7,73.6,0.95,"{""2015"":1.12,""2016"":1.05,""2017"":1.07,""2018"":0.94,""2019"":0.97,""2020"":0.94,""2021"":1.08,""2022"":0.96}",182,"[""12028/The Prodigies"",""7340/Wolsung"",""11271/Daugava"",""11062/PIXLIP"",""7489/EPG"",""6213/Enso""]",0,0,0,0,0,0,0,N/A
NaToSaphiX,9294,Niels&nbsp;Christian Sillassen,Denmark,26,N/A,1.07,2628,1055,28090,19696,17068,1.15,36.6,71.7,0.96,"{""2015"":1.24,""2016"":1.07,""2017"":1.15,""2018"":1.13,""2019"":0.97,""2020"":1.01,""2021"":1.04,""2022"":0.98}",461,"[""7674/Ambush"",""8064/undefined"",""5005/Complexity"",""11102/GORILLAZ"",""8963/Lyngby Vikings"",""8769/Nordavind"",""7175/Heroic"",""8637/Sprout"",""8465/LPSP"",""6758/Team123"",""7639/eFuture"",""6807/Alpha""]",0,0,1,5,0,0,0,N/A
sycrone,9295,Dennis Nielsen,Denmark,27,N/A,0.9,-978,553,14608,8771,9749,0.9,41.1,70.4,0.83,"{""2015"":0.84,""2016"":0.96,""2017"":0.9,""2018"":0.82,""2019"":0.97,""2020"":0.9}",145,"[""4602/Tricked"",""7461/Copenhagen Flames"",""8637/Sprout"",""7713/North Academy"",""6855/Fragsters"",""6758/Team123"",""7639/eFuture"",""6807/Alpha""]",0,0,0,0,0,0,0,N/A
truth,9298,Erik Hansen Dyrnes,Norway,26,N/A,0.99,-55,528,14190,9743,9798,0.99,51.8,75.3,0.84,"{""2015"":0.84,""2016"":1.13,""2017"":1,""2018"":1.01,""2019"":1.1,""2020"":0.98,""2021"":0.84,""2022"":0.94}",179,"[""12244/GEEKZ"",""11834/SKADE X"",""9943/ATK"",""9806/Apeks"",""8537/Kingpins"",""8020/Vexed"",""4606/BX3""]",0,0,0,0,0,0,0,N/A
arvid,9325,Tony Niemelä,Finland,26,N/A,0.94,-1274,963,25840,16681,17955,0.93,44.5,72.6,0.85,"{""2015"":1.07,""2016"":0.92,""2017"":1.01,""2018"":0.94,""2019"":0.94,""2020"":0.91,""2021"":0.94}",244,"[""11827/JANO"",""11520/temp"",""8504/SJ"",""8105/VITALIS"",""4869/ENCE""]",0,0,0,0,0,0,0,N/A
ImpressioN,9339,Anthony Lim,Singapore,27,N/A,1,131,684,17721,12159,12028,1.01,48.9,76.8,0.89,"{""2015"":0.92,""2016"":1,""2017"":1,""2018"":1.01,""2019"":1.05,""2020"":0.99,""2021"":0.92}",210,"[""11135/NKT"",""10872/NG"",""9107/BTRG"",""7567/BOOT-d[S]"",""6714/dream[S]cape""]",0,0,0,0,0,0,0,N/A
crush,9348,Igor Shevchenko,Ukraine,27,N/A,0.9,-1476,732,19295,11844,13320,0.89,52.5,69.9,0.87,"{""2015"":0.96,""2016"":0.85,""2017"":0.95,""2018"":0.96,""2019"":0.84,""2020"":0.86,""2021"":0.82}",205,"[""9287/Unique"",""5310/HellRaisers"",""6094/Vega Squadron"",""7898/pro100"",""5847/ACG"",""6724/Preparation"",""6469/eXplosive""]",0,2,0,5,0,0,0,N/A
AiyvaN,9349,Ivan Semenets,Ukraine,27,N/A,1.03,578,701,18214,12747,12169,1.05,37.8,74.2,0.91,"{""2015"":1,""2016"":0.88,""2017"":1.03,""2018"":1.09,""2019"":1.01,""2020"":1.06,""2021"":0.42}",215,"[""11952/LeeK"",""11480/GUESS"",""5310/HellRaisers"",""7898/pro100"",""7264/spray'n'pray"",""6469/eXplosive""]",0,0,0,0,0,0,0,N/A
def,9350,Dima Lemeshchuk,Ukraine,28,N/A,0.86,-1593,605,15797,9243,10836,0.85,41.8,67.4,0.78,"{""2015"":0.93,""2016"":0.81,""2017"":0.9,""2018"":0.86,""2019"":0.8}",156,"[""10094/Dracarys"",""7898/pro100"",""5847/ACG"",""6469/eXplosive""]",0,0,0,0,0,0,0,N/A
paz,9353,Ahmet Karahoca,Turkey,26,N/A,1.06,1910,1147,30130,21471,19561,1.1,51.3,75.2,1.06,"{""2015"":1.05,""2016"":1.09,""2017"":1.13,""2018"":1.04,""2019"":0.98,""2020"":1.05,""2021"":1.05}",393,"[""11251/Eternal Fire"",""10333/Sangal"",""8698/Demise"",""10144/Turkey5"",""9572/ex-Space Soldiers"",""5929/Space Soldiers""]",0,2,0,9,0,0,0,N/A
DEV7L,9358,Patrik Stuchlík,Czech Republic,26,N/A,1.03,582,549,14256,9988,9406,1.06,34.2,72.4,1.06,"{""2015"":1.13,""2016"":1.06,""2017"":1.04,""2018"":0.98,""2019"":0.94}",163,"[""10695/Sampi"",""4978/GUNRUNNERS"",""6745/eXtatus"",""6410/nEophyte""]",0,0,0,0,0,0,0,N/A
kalinka,9410,Nikolaj Rysakov,Lithuania,29,N/A,1.01,157,855,22891,16112,15955,1.01,52.8,76.6,0.98,"{""2015"":1.03,""2016"":1.03,""2017"":1.05,""2018"":1.03,""2019"":1.04,""2020"":0.99}",260,"[""11129/bankaPEPSI"",""5310/HellRaisers"",""10094/Dracarys"",""4469/k1ck"",""8543/MANS NOT HOT"",""7552/1337HUANIA"",""7566/Playing Ducks"",""6756/VwS""]",0,0,0,0,0,0,0,N/A
obj,9416,Francisco Ramos,Portugal,27,N/A,1,377,433,11327,7489,7112,1.05,31.4,69.5,0.99,"{""2015"":1.18,""2016"":0.84,""2017"":0.98,""2018"":1.03,""2019"":1.08,""2020"":0.87,""2021"":1.04,""2022"":0.96}",165,"[""11486/SQUAD"",""11569/Fourteen"",""10192/eXploit"",""4949/Giants"",""8515/OFFSET"",""5524/AlienTech""]",0,0,0,0,0,0,0,N/A
NEKIZ,9482,Gabriel Schenato,Brazil,27,N/A,0.98,-198,1166,30676,20701,20899,0.99,47.7,74.7,0.94,"{""2015"":1.21,""2016"":0.92,""2017"":1,""2018"":0.94,""2019"":0.97,""2020"":0.98,""2021"":1.01,""2022"":1.03}",259,"[""11309/00NATION"",""4773/paiN"",""10994/O PLANO"",""6290/Luminosity""]",0,2,0,11,0,0,0,N/A
DeStiNy,9483,Lucas Bullo,Brazil,26,N/A,1.03,802,1246,32414,23344,22542,1.04,51.1,78.7,0.83,"{""2015"":1.08,""2016"":1.04,""2017"":0.97,""2018"":1.13,""2019"":0.92,""2020"":1.03,""2021"":1.03,""2022"":1.07}",281,"[""10669/Paquetá"",""7653/Isurus"",""7176/RED Canids"",""6619/INTZ"",""8895/Wild"",""7830/Virtue"",""7010/Immortals"",""6118/Tempo Storm"",""6290/Luminosity"",""6033/Keyd""]",0,1,0,0,0,0,0,N/A
dobu,9521,Gan-Erdene Batbold,Mongolia,24,N/A,1.03,661,896,23502,16685,16024,1.04,54.5,79.8,0.87,"{""2015"":0.9,""2016"":1.09,""2017"":1.03,""2018"":1.04,""2019"":1.05,""2020"":1.02,""2021"":0.98,""2022"":1.01}",270,"[""12312/ATOX"",""12097/Eruption"",""11135/NKT"",""11059/Renewal"",""10661/TIGER"",""10328/AUGUST"",""7092/5POWER"",""6248/TheMongolz""]",0,0,0,0,0,0,0,N/A
xms,9545,Alexandre Forté,France,26,N/A,0.96,-627,710,18762,12188,12815,0.95,58.9,71,0.94,"{""2015"":1.02,""2016"":1.07,""2017"":0.95,""2018"":0.88,""2019"":0.96}",177,"[""8346/Heretics"",""4674/LDLC"",""9211/LeftOut"",""5991/Envy"",""4559/Millenium"",""5596/Platinium""]",0,1,0,10,0,0,0,N/A
cJ,9571,Christopher Jones,United States,25,N/A,0.96,-260,462,12107,8046,8306,0.97,57.3,72.3,0.87,"{""2015"":1.1,""2016"":0.9,""2017"":0.89,""2019"":1.04,""2020"":0.9,""2021"":0.98,""2022"":0.97}",118,"[""11948/Nouns"",""11075/ChocoCheck"",""10357/Rebirth"",""6238/Ze Pug Godz"",""6736/Selfless"",""7106/eUnited""]",0,0,0,0,0,0,0,N/A
snatchie,9574,Michał Rudzki,Poland,25,N/A,1.06,2635,1701,45616,32973,30338,1.09,29.4,72.6,1,"{""2015"":1.11,""2016"":1.01,""2017"":1.06,""2018"":1.04,""2019"":1.01,""2020"":1.06,""2021"":1.13,""2022"":1.09}",520,"[""10831/Entropiq"",""8068/AGO"",""10426/Wisla Krakow"",""10973/Anonymo"",""8637/Sprout"",""5378/Virtus.pro"",""6998/iNETKOXTV""]",0,1,0,10,0,0,0,N/A
Bubzkji,9612,Lucas Andersen,Denmark,25,N/A,1.04,963,817,21619,15534,14571,1.07,50.8,80.4,1.03,"{""2015"":0.8,""2016"":1,""2017"":1.01,""2018"":1,""2019"":1.12,""2020"":1.04}",237,"[""6665/Astralis"",""8362/MAD Lions"",""4602/Tricked"",""6855/Fragsters"",""8064/undefined""]",0,0,1,6,1,0,0,N/A
AMANEK,9616,François Delaunay,France,29,N/A,1.02,1265,1146,30865,20899,19634,1.06,45.8,75,1.01,"{""2015"":1.03,""2016"":1.11,""2017"":1.08,""2018"":1.14,""2019"":0.99,""2020"":0.93,""2021"":0.95}",441,"[""4674/LDLC"",""5995/G2"",""7557/Misfits"",""7667/RANKS"",""6375/Vexed""]",0,3,0,20,0,0,0,N/A
nexa,9618,Nemanja Isaković,Serbia,26,N/A,1.04,2033,1351,35850,24815,22782,1.09,51,75.7,1.02,"{""2015"":1.02,""2016"":1.13,""2017"":1.03,""2018"":1.11,""2019"":1.1,""2020"":1.03,""2021"":0.95,""2022"":0.97}",549,"[""10503/OG"",""5995/G2"",""10150/CR4ZY"",""8481/Valiance"",""7701/Imperial"",""8543/MANS NOT HOT"",""6211/Renegades"",""4803/iNation""]",0,3,1,20,0,0,0,N/A
XELLOW,9626,Adrian Guță,Romania,22,N/A,1.12,3697,1299,34357,26232,22535,1.16,39.2,78.4,0.93,"{""2015"":0.81,""2016"":1.15,""2017"":1.17,""2018"":1.18,""2019"":1.05,""2020"":1.11,""2021"":1.11,""2022"":1.12}",478,"[""7187/Nexus"",""8637/Sprout"",""11419/ECSTATIC"",""4982/XPC""]",0,0,0,0,0,0,0,N/A
BURNRUOk,9636,Callum Henderson,Australia,27,N/A,0.98,-518,860,22168,15228,15746,0.97,50.7,76.9,0.81,"{""2015"":0.87,""2016"":0.98,""2017"":0.98,""2018"":1,""2019"":0.95}",224,"[""8536/Ground Zero"",""7517/Tainted Minds"",""8008/Grayhound"",""4791/Immunity"",""6010/Chiefs""]",0,0,0,0,0,0,0,N/A
hAdji,9656,Ali Haïnouss,France,27,N/A,1.07,2441,1325,35191,25568,23127,1.11,49.1,79.2,1.01,"{""2015"":0.9,""2016"":1.03,""2017"":1.12,""2018"":0.99,""2019"":1.08,""2020"":1.11,""2021"":1.08,""2022"":1.05}",443,"[""12260/Looking4Org"",""11501/HEET"",""11283/Falcons"",""11503/Akimbo"",""4674/LDLC"",""8513/Windigo"",""10035/FrenchFrogs"",""9896/ex-3DMAX"",""4914/3DMAX"",""7701/Imperial"",""5991/Envy"",""7856/EnVyUs Academy"",""7667/RANKS"",""6375/Vexed""]",0,0,0,5,0,0,0,N/A
CONNOR93,9660,Connor Glover,Canada,29,N/A,0.95,-457,449,11544,7738,8195,0.94,51.7,72.8,0.79,"{""2015"":0.45,""2016"":1.03,""2017"":0.93,""2018"":0.96}",162,"[""9784/MASSIVEimpact"",""9515/cantwinalan"",""8700/BlackOut"",""9014/The Pioneers"",""7801/Ghost"",""6710/Bee's Money Crew""]",0,0,0,0,0,0,0,N/A
NikkeZ,9676,Nikhil Victor,Australia,28,N/A,1.06,549,420,10817,8060,7511,1.07,46.5,82.7,0.61,"{""2015"":1.24,""2016"":1.05,""2017"":1.07,""2018"":1.08,""2019"":1,""2021"":1.11}",142,"[""11239/CAMO"",""11636/Aftershock"",""8536/Ground Zero"",""5680/Athletico"",""6468/Legacy"",""6176/Exile5"",""6010/Chiefs""]",0,0,0,0,0,0,0,N/A
Noobster,9680,Andy Zhang,Australia,27,N/A,1.01,203,495,12785,8741,8534,1.02,34.5,73.2,0.75,"{""2015"":0.89,""2016"":0.91,""2017"":0.97,""2018"":1.03,""2019"":1.05}",177,"[""8536/Ground Zero"",""7983/Paradox"",""5607/SYF"",""5869/STREAMLINE"",""7381/Cypher""]",0,0,0,0,0,0,0,N/A
Gratisfaction,9686,Sean Kaiwai,New Zealand,27,N/A,1.05,1671,945,24593,17031,15360,1.11,32.4,73.3,1,"{""2015"":0.98,""2016"":1.02,""2017"":1.07,""2018"":1.15,""2019"":0.96,""2020"":1.01,""2021"":0.98,""2022"":0.98}",345,"[""11135/NKT"",""11726/Encore"",""10096/EXTREMUM"",""8474/100 Thieves"",""6211/Renegades"",""8008/Grayhound"",""4791/Immunity""]",0,2,0,20,0,0,0,N/A
ncl,9736,Bold Batsuh,Mongolia,28,N/A,0.91,-764,546,14042,8647,9411,0.92,49.3,68.4,0.77,"{""2015"":1.01,""2016"":0.96,""2017"":0.97,""2018"":0.92,""2019"":0.91,""2020"":0.84,""2021"":0.63}",167,"[""10051/Mazaalai"",""6248/TheMongolz"",""10661/TIGER"",""9507/Storm Rider""]",0,0,0,0,0,0,0,N/A
hampus,9766,Hampus Poser,Sweden,24,N/A,1.01,171,1438,38288,26744,26573,1.01,40.3,79.6,1.01,"{""2015"":0.99,""2016"":1.07,""2017"":1.05,""2018"":1.01,""2019"":1.01,""2020"":0.99,""2021"":0.99,""2022"":0.97}",368,"[""4411/Ninjas in Pyjamas"",""9928/GamerLegion"",""9855/Uruguay"",""7613/Red Reserve"",""6902/GODSENT"",""7124/passions"",""7308/Epsilon Hype""]",0,3,0,17,0,0,0,N/A
lunAtic,9798,Dawid Cieślak,Poland,30,N/A,0.88,-2603,1142,31000,18598,21201,0.88,40,67.5,0.88,"{""2015"":0.84,""2016"":0.92,""2017"":1.01,""2018"":0.96,""2019"":0.89,""2020"":0.87,""2021"":0.89,""2022"":0.86}",304,"[""10973/Anonymo"",""12234/ex-HONORIS"",""10737/HONORIS"",""8248/PACT"",""8209/Pompa""]",0,0,0,0,0,0,0,N/A
PlesseN,9811,Niclas Plessen,Sweden,25,N/A,1.01,28,1444,38863,27352,27324,1,54.3,80,0.99,"{""2015"":0.72,""2016"":0.98,""2017"":1.02,""2018"":1.03,""2019"":1,""2020"":0.99,""2021"":1.03,""2022"":0.99}",303,"[""10831/Entropiq"",""11984/ex-Finest"",""10276/Finest"",""11401/Savage"",""10764/Galaxy Racer"",""7144/Japaleno"",""9928/GamerLegion"",""9085/Chaos"",""7613/Red Reserve"",""7169/fnatic Academy""]",0,0,0,0,0,0,0,N/A
Aleksib,9816,Aleksi Virolainen,Finland,26,N/A,0.95,-668,1176,31280,19739,20407,0.97,39.6,73.4,0.97,"{""2015"":1.08,""2016"":1,""2017"":1.09,""2018"":0.98,""2019"":0.94,""2020"":0.9,""2021"":0.92,""2022"":0.87}",277,"[""4608/Natus Vincere"",""4411/Ninjas in Pyjamas"",""5995/G2"",""10503/OG"",""4869/ENCE"",""7865/HAVU"",""5727/ENCORE"",""6263/SkitLite"",""4680/Recursive""]",0,5,2,28,0,0,0,N/A
uli,9818,Samu Leirilaakso,Finland,25,N/A,0.99,167,603,16107,10920,10753,1.02,48.8,76.5,0.91,"{""2015"":1.17,""2016"":1.07,""2017"":1,""2018"":0.91,""2019"":0.97,""2020"":1.02,""2021"":1.01}",165,"[""9648/KOVA"",""7865/HAVU"",""7638/Chrome""]",0,0,0,0,0,0,0,N/A
doto,9819,Joonas Forss,Finland,27,N/A,0.97,-442,804,21630,14266,14708,0.97,54.3,74.4,0.96,"{""2015"":0.99,""2017"":1.16,""2018"":0.94,""2019"":0.98,""2020"":1,""2021"":0.95,""2022"":0.95}",250,"[""7674/Ambush"",""5873/Adaptation"",""7865/HAVU"",""4869/ENCE"",""9648/KOVA""]",0,1,0,0,0,0,0,N/A
ngiN,9857,Engin Kor,Turkey,30,N/A,0.94,-748,1025,26895,16499,17247,0.96,45.3,68.4,0.91,"{""2015"":0.93,""2016"":0.95,""2017"":0.97,""2018"":0.86,""2019"":1,""2020"":0.97}",387,"[""10333/Sangal"",""8698/Demise"",""10144/Turkey5"",""9572/ex-Space Soldiers"",""5929/Space Soldiers""]",0,1,0,8,0,0,0,N/A
food,9875,Victor Wong,United States,26,N/A,1.03,380,456,11711,8248,7868,1.05,50.2,77.2,0.92,"{""2015"":1.29,""2016"":0.69,""2017"":0.96,""2018"":1.07,""2019"":1}",155,"[""7726/Swole Patrol"",""7106/eUnited"",""6978/Singularity"",""8880/Gorilla Gang"",""9228/RESOLUTE"",""8744/Freedom 35"",""6792/Prospects""]",0,0,0,0,0,0,0,N/A
Polen,9882,Adam Polen,United States,27,N/A,0.89,-978,435,11470,7017,7995,0.88,53.3,69.8,0.8,"{""2015"":0.68,""2016"":0.89,""2017"":0.88,""2018"":0.9,""2019"":0.89}",134,"[""5479/Mythic"",""6254/Quintic""]",0,0,0,0,0,0,0,N/A
wrath,9884,Collin McSweegan,United States,21,N/A,1.12,1239,525,13568,10634,9395,1.13,50.1,83.9,0.94,"{""2015"":0.63,""2016"":1.04,""2017"":1.05,""2018"":1.18,""2019"":1.1,""2020"":1.18}",157,"[""10747/Secret Club"",""10357/Rebirth"",""10080/New Identity"",""9784/MASSIVEimpact"",""8700/BlackOut"",""9014/The Pioneers"",""6707/RONIN"",""7157/Rogue"",""7592/Enigma6"",""6254/Quintic""]",0,0,0,0,0,0,0,N/A
mertz,9895,Daniel Mertz,Denmark,24,N/A,1.1,2609,971,25746,19360,16751,1.16,32.6,77.3,1.05,"{""2015"":1.44,""2016"":1.09,""2017"":1.17,""2018"":1.03,""2019"":1.05,""2020"":1.12,""2021"":1.11}",274,"[""12315/Victory Zigzag"",""8947/XI"",""8769/Nordavind"",""4468/x6tence"",""7461/Copenhagen Flames"",""6978/Singularity"",""7175/Heroic"",""7533/North"",""7713/North Academy"",""6758/Team123""]",0,0,1,10,0,0,0,N/A
b0RUP,9896,Johannes Borup,Denmark,23,N/A,1.01,418,1695,45281,30877,30459,1.01,63.1,73,0.95,"{""2015"":0.71,""2016"":1.06,""2017"":1.02,""2018"":1.04,""2019"":1.07,""2020"":0.92,""2021"":0.95,""2022"":1.02}",476,"[""6665/Astralis"",""12259/ex-Copenhagen Flames"",""7461/Copenhagen Flames"",""11665/ex-MAD Lions"",""8362/MAD Lions"",""7175/Heroic"",""11084/HYENAS"",""4602/Tricked"",""7713/North Academy"",""8064/undefined""]",0,0,0,7,0,0,0,N/A
notaN,9903,Anton Pedersen,Denmark,23,N/A,0.98,-91,641,17042,11128,11219,0.99,49.1,72.7,0.87,"{""2015"":0.73,""2016"":0.72,""2017"":1.03,""2018"":1.08,""2019"":1.02,""2020"":0.93,""2021"":1,""2022"":0.95}",239,"[""10867/MASONIC"",""11712/Sashi"",""8465/LPSP"",""11456/Linx Legacy"",""7743/OPAA"",""11191/ex-Quantum Bellator Fire"",""6978/Singularity"",""9981/STEP"",""6807/Alpha""]",0,0,0,0,0,0,0,N/A
